model_id,cycle,state_index,state,cycle_length,ly_weight,qaly_weight,cost_weight,qaly_discount_factor,cost_discount_factor,ly_discount_factor,include_discounted_ly
B,13,5,Symptomatic ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1182943657720117,1.1182943657720117,1.0,0
B,13,6,Unresolved ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1182943657720117,1.1182943657720117,1.0,0
B,13,7,Serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1182943657720117,1.1182943657720117,1.0,0
B,13,8,Unresolved serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1182943657720117,1.1182943657720117,1.0,0
B,13,9,Post-event,0.25,0.25,0.20555,3.8480642857142855,1.1182943657720117,1.1182943657720117,1.0,0
B,13,10,Dead,0.25,0.0,0.0,0.0,1.1182943657720117,1.1182943657720117,1.0,0
B,14,1,Well no HPE,0.25,0.25,0.20555,3.8480642857142855,1.1279535729659147,1.1279535729659147,1.0,0
B,14,2,Well with HPE,0.25,0.25,0.20555,0.0,1.1279535729659147,1.1279535729659147,1.0,0
B,14,3,GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1279535729659147,1.1279535729659147,1.0,0
B,14,4,Unresolved GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1279535729659147,1.1279535729659147,1.0,0
B,14,5,Symptomatic ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1279535729659147,1.1279535729659147,1.0,0
B,14,6,Unresolved ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1279535729659147,1.1279535729659147,1.0,0
B,14,7,Serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1279535729659147,1.1279535729659147,1.0,0
B,14,8,Unresolved serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1279535729659147,1.1279535729659147,1.0,0
B,14,9,Post-event,0.25,0.25,0.20555,3.8480642857142855,1.1279535729659147,1.1279535729659147,1.0,0
B,14,10,Dead,0.25,0.0,0.0,0.0,1.1279535729659147,1.1279535729659147,1.0,0
B,15,1,Well no HPE,0.25,0.25,0.20555,3.8480642857142855,1.1376962110403357,1.1376962110403357,1.0,0
B,15,2,Well with HPE,0.25,0.25,0.20555,0.0,1.1376962110403357,1.1376962110403357,1.0,0
B,15,3,GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1376962110403357,1.1376962110403357,1.0,0
B,15,4,Unresolved GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1376962110403357,1.1376962110403357,1.0,0
B,15,5,Symptomatic ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1376962110403357,1.1376962110403357,1.0,0
B,15,6,Unresolved ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1376962110403357,1.1376962110403357,1.0,0
B,15,7,Serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1376962110403357,1.1376962110403357,1.0,0
B,15,8,Unresolved serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1376962110403357,1.1376962110403357,1.0,0
B,15,9,Post-event,0.25,0.25,0.20555,3.8480642857142855,1.1376962110403357,1.1376962110403357,1.0,0
B,15,10,Dead,0.25,0.0,0.0,0.0,1.1376962110403357,1.1376962110403357,1.0,0
B,16,1,Well no HPE,0.25,0.25,0.20555,3.8480642857142855,1.1475230006249997,1.1475230006249997,1.0,0
B,16,2,Well with HPE,0.25,0.25,0.20555,0.0,1.1475230006249997,1.1475230006249997,1.0,0
B,16,3,GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1475230006249997,1.1475230006249997,1.0,0
B,16,4,Unresolved GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1475230006249997,1.1475230006249997,1.0,0
B,16,5,Symptomatic ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1475230006249997,1.1475230006249997,1.0,0
B,16,6,Unresolved ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1475230006249997,1.1475230006249997,1.0,0
B,16,7,Serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1475230006249997,1.1475230006249997,1.0,0
B,16,8,Unresolved serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1475230006249997,1.1475230006249997,1.0,0
B,16,9,Post-event,0.25,0.25,0.20555,3.8480642857142855,1.1475230006249997,1.1475230006249997,1.0,0
B,16,10,Dead,0.25,0.0,0.0,0.0,1.1475230006249997,1.1475230006249997,1.0,0
B,17,1,Well no HPE,0.25,0.25,0.20555,3.8480642857142855,1.1574346685740322,1.1574346685740322,1.0,0
B,17,2,Well with HPE,0.25,0.25,0.20555,0.0,1.1574346685740322,1.1574346685740322,1.0,0
B,17,3,GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1574346685740322,1.1574346685740322,1.0,0
B,17,4,Unresolved GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1574346685740322,1.1574346685740322,1.0,0
B,17,5,Symptomatic ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1574346685740322,1.1574346685740322,1.0,0
B,17,6,Unresolved ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1574346685740322,1.1574346685740322,1.0,0
B,17,7,Serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1574346685740322,1.1574346685740322,1.0,0
B,17,8,Unresolved serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1574346685740322,1.1574346685740322,1.0,0
B,17,9,Post-event,0.25,0.25,0.20555,3.8480642857142855,1.1574346685740322,1.1574346685740322,1.0,0
B,17,10,Dead,0.25,0.0,0.0,0.0,1.1574346685740322,1.1574346685740322,1.0,0
B,18,1,Well no HPE,0.25,0.25,0.20555,3.8480642857142855,1.1674319480197215,1.1674319480197215,1.0,0
B,18,2,Well with HPE,0.25,0.25,0.20555,0.0,1.1674319480197215,1.1674319480197215,1.0,0
B,18,3,GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1674319480197215,1.1674319480197215,1.0,0
B,18,4,Unresolved GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1674319480197215,1.1674319480197215,1.0,0
B,18,5,Symptomatic ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1674319480197215,1.1674319480197215,1.0,0
B,18,6,Unresolved ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1674319480197215,1.1674319480197215,1.0,0
B,18,7,Serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1674319480197215,1.1674319480197215,1.0,0
B,18,8,Unresolved serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1674319480197215,1.1674319480197215,1.0,0
B,18,9,Post-event,0.25,0.25,0.20555,3.8480642857142855,1.1674319480197215,1.1674319480197215,1.0,0
B,18,10,Dead,0.25,0.0,0.0,0.0,1.1674319480197215,1.1674319480197215,1.0,0
B,19,1,Well no HPE,0.25,0.25,0.20555,3.8480642857142855,1.1775155784267473,1.1775155784267473,1.0,0
B,19,2,Well with HPE,0.25,0.25,0.20555,0.0,1.1775155784267473,1.1775155784267473,1.0,0
B,19,3,GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1775155784267473,1.1775155784267473,1.0,0
B,19,4,Unresolved GI discomfort,0.25,0.25,0.18587732474964233,43.078064285714284,1.1775155784267473,1.1775155784267473,1.0,0
B,19,5,Symptomatic ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1775155784267473,1.1775155784267473,1.0,0
B,19,6,Unresolved ulcer,0.25,0.25,0.18005000000000002,628.2491339093506,1.1775155784267473,1.1775155784267473,1.0,0
B,19,7,Serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1775155784267473,1.1775155784267473,1.0,0
B,19,8,Unresolved serious GI event,0.25,0.25,0.1458,3284.2846284020698,1.1775155784267473,1.1775155784267473,1.0,0
B,19,9,Post-event,0.25,0.25,0.20555,3.8480642857142855,1.1775155784267473,1.1775155784267473,1.0,0
B,19,10,Dead,0.25,0.0,0.0,0.0,1.1775155784267473,1.1775155784267473,1.0,0
B,20,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.1876863056468745,1.1876863056468745,1.0,0
B,20,2,Well with HPE,0.25,0.25,0.2018,0.0,1.1876863056468745,1.1876863056468745,1.0,0
B,20,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.1876863056468745,1.1876863056468745,1.0,0
B,20,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.1876863056468745,1.1876863056468745,1.0,0
B,20,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.1876863056468745,1.1876863056468745,1.0,0
B,20,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.1876863056468745,1.1876863056468745,1.0,0
B,20,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.1876863056468745,1.1876863056468745,1.0,0
B,20,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.1876863056468745,1.1876863056468745,1.0,0
B,20,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.1876863056468745,1.1876863056468745,1.0,0
B,20,10,Dead,0.25,0.0,0.0,0.0,1.1876863056468745,1.1876863056468745,1.0,0
B,21,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.1979448819741232,1.1979448819741232,1.0,0
B,21,2,Well with HPE,0.25,0.25,0.2018,0.0,1.1979448819741232,1.1979448819741232,1.0,0
B,21,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.1979448819741232,1.1979448819741232,1.0,0
B,21,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.1979448819741232,1.1979448819741232,1.0,0
B,21,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.1979448819741232,1.1979448819741232,1.0,0
B,21,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.1979448819741232,1.1979448819741232,1.0,0
B,21,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.1979448819741232,1.1979448819741232,1.0,0
B,21,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.1979448819741232,1.1979448819741232,1.0,0
B,21,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.1979448819741232,1.1979448819741232,1.0,0
B,21,10,Dead,0.25,0.0,0.0,0.0,1.1979448819741232,1.1979448819741232,1.0,0
B,22,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.2082920662004117,1.2082920662004117,1.0,0
B,22,2,Well with HPE,0.25,0.25,0.2018,0.0,1.2082920662004117,1.2082920662004117,1.0,0
B,22,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2082920662004117,1.2082920662004117,1.0,0
B,22,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2082920662004117,1.2082920662004117,1.0,0
B,22,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.2082920662004117,1.2082920662004117,1.0,0
B,22,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.2082920662004117,1.2082920662004117,1.0,0
B,22,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2082920662004117,1.2082920662004117,1.0,0
B,22,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2082920662004117,1.2082920662004117,1.0,0
B,22,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.2082920662004117,1.2082920662004117,1.0,0
B,22,10,Dead,0.25,0.0,0.0,0.0,1.2082920662004117,1.2082920662004117,1.0,0
B,23,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.2187286236716834,1.2187286236716834,1.0,0
B,23,2,Well with HPE,0.25,0.25,0.2018,0.0,1.2187286236716834,1.2187286236716834,1.0,0
B,23,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2187286236716834,1.2187286236716834,1.0,0
B,23,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2187286236716834,1.2187286236716834,1.0,0
B,23,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.2187286236716834,1.2187286236716834,1.0,0
B,23,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.2187286236716834,1.2187286236716834,1.0,0
B,23,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2187286236716834,1.2187286236716834,1.0,0
B,23,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2187286236716834,1.2187286236716834,1.0,0
B,23,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.2187286236716834,1.2187286236716834,1.0,0
B,23,10,Dead,0.25,0.0,0.0,0.0,1.2187286236716834,1.2187286236716834,1.0,0
B,24,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.229255326344515,1.229255326344515,1.0,0
B,24,2,Well with HPE,0.25,0.25,0.2018,0.0,1.229255326344515,1.229255326344515,1.0,0
B,24,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.229255326344515,1.229255326344515,1.0,0
B,24,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.229255326344515,1.229255326344515,1.0,0
B,24,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.229255326344515,1.229255326344515,1.0,0
B,24,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.229255326344515,1.229255326344515,1.0,0
B,24,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.229255326344515,1.229255326344515,1.0,0
B,24,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.229255326344515,1.229255326344515,1.0,0
B,24,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.229255326344515,1.229255326344515,1.0,0
B,24,10,Dead,0.25,0.0,0.0,0.0,1.229255326344515,1.229255326344515,1.0,0
B,25,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.2398729528432173,1.2398729528432173,1.0,0
B,25,2,Well with HPE,0.25,0.25,0.2018,0.0,1.2398729528432173,1.2398729528432173,1.0,0
B,25,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2398729528432173,1.2398729528432173,1.0,0
B,25,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2398729528432173,1.2398729528432173,1.0,0
B,25,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.2398729528432173,1.2398729528432173,1.0,0
B,25,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.2398729528432173,1.2398729528432173,1.0,0
B,25,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2398729528432173,1.2398729528432173,1.0,0
B,25,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2398729528432173,1.2398729528432173,1.0,0
B,25,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.2398729528432173,1.2398729528432173,1.0,0
B,25,10,Dead,0.25,0.0,0.0,0.0,1.2398729528432173,1.2398729528432173,1.0,0
B,26,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.250582288517426,1.250582288517426,1.0,0
B,26,2,Well with HPE,0.25,0.25,0.2018,0.0,1.250582288517426,1.250582288517426,1.0,0
B,26,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.250582288517426,1.250582288517426,1.0,0
B,26,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.250582288517426,1.250582288517426,1.0,0
B,26,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.250582288517426,1.250582288517426,1.0,0
B,26,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.250582288517426,1.250582288517426,1.0,0
B,26,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.250582288517426,1.250582288517426,1.0,0
B,26,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.250582288517426,1.250582288517426,1.0,0
B,26,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.250582288517426,1.250582288517426,1.0,0
B,26,10,Dead,0.25,0.0,0.0,0.0,1.250582288517426,1.250582288517426,1.0,0
B,27,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.261384125500192,1.261384125500192,1.0,0
B,27,2,Well with HPE,0.25,0.25,0.2018,0.0,1.261384125500192,1.261384125500192,1.0,0
B,27,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.261384125500192,1.261384125500192,1.0,0
B,27,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.261384125500192,1.261384125500192,1.0,0
B,27,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.261384125500192,1.261384125500192,1.0,0
B,27,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.261384125500192,1.261384125500192,1.0,0
B,27,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.261384125500192,1.261384125500192,1.0,0
B,27,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.261384125500192,1.261384125500192,1.0,0
B,27,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.261384125500192,1.261384125500192,1.0,0
B,27,10,Dead,0.25,0.0,0.0,0.0,1.261384125500192,1.261384125500192,1.0,0
B,28,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.2722792627665729,1.2722792627665729,1.0,0
B,28,2,Well with HPE,0.25,0.25,0.2018,0.0,1.2722792627665729,1.2722792627665729,1.0,0
B,28,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2722792627665729,1.2722792627665729,1.0,0
B,28,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2722792627665729,1.2722792627665729,1.0,0
B,28,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.2722792627665729,1.2722792627665729,1.0,0
B,28,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.2722792627665729,1.2722792627665729,1.0,0
B,28,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2722792627665729,1.2722792627665729,1.0,0
B,28,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2722792627665729,1.2722792627665729,1.0,0
B,28,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.2722792627665729,1.2722792627665729,1.0,0
B,28,10,Dead,0.25,0.0,0.0,0.0,1.2722792627665729,1.2722792627665729,1.0,0
B,29,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.2832685061927298,1.2832685061927298,1.0,0
B,29,2,Well with HPE,0.25,0.25,0.2018,0.0,1.2832685061927298,1.2832685061927298,1.0,0
B,29,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2832685061927298,1.2832685061927298,1.0,0
B,29,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2832685061927298,1.2832685061927298,1.0,0
B,29,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.2832685061927298,1.2832685061927298,1.0,0
B,29,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.2832685061927298,1.2832685061927298,1.0,0
B,29,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2832685061927298,1.2832685061927298,1.0,0
B,29,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2832685061927298,1.2832685061927298,1.0,0
B,29,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.2832685061927298,1.2832685061927298,1.0,0
B,29,10,Dead,0.25,0.0,0.0,0.0,1.2832685061927298,1.2832685061927298,1.0,0
B,30,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.2943526686155358,1.2943526686155358,1.0,0
B,30,2,Well with HPE,0.25,0.25,0.2018,0.0,1.2943526686155358,1.2943526686155358,1.0,0
B,30,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2943526686155358,1.2943526686155358,1.0,0
B,30,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.2943526686155358,1.2943526686155358,1.0,0
B,30,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.2943526686155358,1.2943526686155358,1.0,0
B,30,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.2943526686155358,1.2943526686155358,1.0,0
B,30,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2943526686155358,1.2943526686155358,1.0,0
B,30,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.2943526686155358,1.2943526686155358,1.0,0
B,30,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.2943526686155358,1.2943526686155358,1.0,0
B,30,10,Dead,0.25,0.0,0.0,0.0,1.2943526686155358,1.2943526686155358,1.0,0
B,31,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.3055325698926987,1.3055325698926987,1.0,0
B,31,2,Well with HPE,0.25,0.25,0.2018,0.0,1.3055325698926987,1.3055325698926987,1.0,0
B,31,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.3055325698926987,1.3055325698926987,1.0,0
B,31,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.3055325698926987,1.3055325698926987,1.0,0
B,31,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.3055325698926987,1.3055325698926987,1.0,0
B,31,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.3055325698926987,1.3055325698926987,1.0,0
B,31,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.3055325698926987,1.3055325698926987,1.0,0
B,31,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.3055325698926987,1.3055325698926987,1.0,0
B,31,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.3055325698926987,1.3055325698926987,1.0,0
B,31,10,Dead,0.25,0.0,0.0,0.0,1.3055325698926987,1.3055325698926987,1.0,0
B,32,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.316809036963403,1.316809036963403,1.0,0
B,32,2,Well with HPE,0.25,0.25,0.2018,0.0,1.316809036963403,1.316809036963403,1.0,0
B,32,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.316809036963403,1.316809036963403,1.0,0
B,32,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.316809036963403,1.316809036963403,1.0,0
B,32,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.316809036963403,1.316809036963403,1.0,0
B,32,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.316809036963403,1.316809036963403,1.0,0
B,32,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.316809036963403,1.316809036963403,1.0,0
B,32,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.316809036963403,1.316809036963403,1.0,0
B,32,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.316809036963403,1.316809036963403,1.0,0
B,32,10,Dead,0.25,0.0,0.0,0.0,1.316809036963403,1.316809036963403,1.0,0
B,33,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.3281829039094752,1.3281829039094752,1.0,0
B,33,2,Well with HPE,0.25,0.25,0.2018,0.0,1.3281829039094752,1.3281829039094752,1.0,0
B,33,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.3281829039094752,1.3281829039094752,1.0,0
B,33,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.3281829039094752,1.3281829039094752,1.0,0
B,33,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.3281829039094752,1.3281829039094752,1.0,0
B,33,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.3281829039094752,1.3281829039094752,1.0,0
B,33,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.3281829039094752,1.3281829039094752,1.0,0
B,33,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.3281829039094752,1.3281829039094752,1.0,0
B,33,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.3281829039094752,1.3281829039094752,1.0,0
B,33,10,Dead,0.25,0.0,0.0,0.0,1.3281829039094752,1.3281829039094752,1.0,0
B,34,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.3396550120170796,1.3396550120170796,1.0,0
B,34,2,Well with HPE,0.25,0.25,0.2018,0.0,1.3396550120170796,1.3396550120170796,1.0,0
B,34,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.3396550120170796,1.3396550120170796,1.0,0
B,34,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.3396550120170796,1.3396550120170796,1.0,0
B,34,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.3396550120170796,1.3396550120170796,1.0,0
B,34,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.3396550120170796,1.3396550120170796,1.0,0
B,34,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.3396550120170796,1.3396550120170796,1.0,0
B,34,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.3396550120170796,1.3396550120170796,1.0,0
B,34,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.3396550120170796,1.3396550120170796,1.0,0
B,34,10,Dead,0.25,0.0,0.0,0.0,1.3396550120170796,1.3396550120170796,1.0,0
B,35,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.3512262098389431,1.3512262098389431,1.0,0
B,35,2,Well with HPE,0.25,0.25,0.2018,0.0,1.3512262098389431,1.3512262098389431,1.0,0
B,35,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.3512262098389431,1.3512262098389431,1.0,0
B,35,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.3512262098389431,1.3512262098389431,1.0,0
B,35,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.3512262098389431,1.3512262098389431,1.0,0
B,35,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.3512262098389431,1.3512262098389431,1.0,0
B,35,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.3512262098389431,1.3512262098389431,1.0,0
B,35,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.3512262098389431,1.3512262098389431,1.0,0
B,35,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.3512262098389431,1.3512262098389431,1.0,0
B,35,10,Dead,0.25,0.0,0.0,0.0,1.3512262098389431,1.3512262098389431,1.0,0
B,36,1,Well no HPE,0.25,0.25,0.2018,3.8480642857142855,1.362897353257122,1.362897353257122,1.0,0
B,36,2,Well with HPE,0.25,0.25,0.2018,0.0,1.362897353257122,1.362897353257122,1.0,0
B,36,3,GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.362897353257122,1.362897353257122,1.0,0
B,36,4,Unresolved GI discomfort,0.25,0.25,0.18212732474964233,43.078064285714284,1.362897353257122,1.362897353257122,1.0,0
B,36,5,Symptomatic ulcer,0.25,0.25,0.1763,628.2491339093506,1.362897353257122,1.362897353257122,1.0,0
B,36,6,Unresolved ulcer,0.25,0.25,0.1763,628.2491339093506,1.362897353257122,1.362897353257122,1.0,0
B,36,7,Serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.362897353257122,1.362897353257122,1.0,0
B,36,8,Unresolved serious GI event,0.25,0.25,0.14205,3284.2846284020698,1.362897353257122,1.362897353257122,1.0,0
B,36,9,Post-event,0.25,0.25,0.2018,3.8480642857142855,1.362897353257122,1.362897353257122,1.0,0
