model_id,cycle,state_index,state,cycle_length,ly_weight,qaly_weight,cost_weight,qaly_discount_factor,cost_discount_factor,ly_discount_factor,include_discounted_ly
A,0,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0,1.0,1.0,0
A,0,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0,1.0,1.0,0
A,0,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0,1.0,1.0,0
A,0,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0,1.0,1.0,0
A,0,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0,1.0,1.0,0
A,0,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0,1.0,1.0,0
A,0,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0,1.0,1.0,0
A,0,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0,1.0,1.0,0
A,0,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0,1.0,1.0,0
A,0,10,Dead,0.25,0.0,0.0,0.0,1.0,1.0,1.0,0
A,1,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0086374459977134,1.0086374459977134,1.0,0
A,1,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0086374459977134,1.0086374459977134,1.0,0
A,1,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0086374459977134,1.0086374459977134,1.0,0
A,1,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0086374459977134,1.0086374459977134,1.0,0
A,1,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0086374459977134,1.0086374459977134,1.0,0
A,1,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0086374459977134,1.0086374459977134,1.0,0
A,1,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0086374459977134,1.0086374459977134,1.0,0
A,1,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0086374459977134,1.0086374459977134,1.0,0
A,1,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0086374459977134,1.0086374459977134,1.0,0
A,1,10,Dead,0.25,0.0,0.0,0.0,1.0086374459977134,1.0086374459977134,1.0,0
A,2,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0173494974687902,1.0173494974687902,1.0,0
A,2,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0173494974687902,1.0173494974687902,1.0,0
A,2,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0173494974687902,1.0173494974687902,1.0,0
A,2,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0173494974687902,1.0173494974687902,1.0,0
A,2,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0173494974687902,1.0173494974687902,1.0,0
A,2,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0173494974687902,1.0173494974687902,1.0,0
A,2,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0173494974687902,1.0173494974687902,1.0,0
A,2,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0173494974687902,1.0173494974687902,1.0,0
A,2,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0173494974687902,1.0173494974687902,1.0,0
A,2,10,Dead,0.25,0.0,0.0,0.0,1.0173494974687902,1.0173494974687902,1.0,0
A,3,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0261367988139778,1.0261367988139778,1.0,0
A,3,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0261367988139778,1.0261367988139778,1.0,0
A,3,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0261367988139778,1.0261367988139778,1.0,0
A,3,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0261367988139778,1.0261367988139778,1.0,0
A,3,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0261367988139778,1.0261367988139778,1.0,0
A,3,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0261367988139778,1.0261367988139778,1.0,0
A,3,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0261367988139778,1.0261367988139778,1.0,0
A,3,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0261367988139778,1.0261367988139778,1.0,0
A,3,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0261367988139778,1.0261367988139778,1.0,0
A,3,10,Dead,0.25,0.0,0.0,0.0,1.0261367988139778,1.0261367988139778,1.0,0
A,4,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.035,1.035,1.0,0
A,4,2,Well with HPE,0.25,0.25,0.19475,0.0,1.035,1.035,1.0,0
A,4,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.035,1.035,1.0,0
A,4,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.035,1.035,1.0,0
A,4,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.035,1.035,1.0,0
A,4,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.035,1.035,1.0,0
A,4,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.035,1.035,1.0,0
A,4,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.035,1.035,1.0,0
A,4,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.035,1.035,1.0,0
A,4,10,Dead,0.25,0.0,0.0,0.0,1.035,1.035,1.0,0
A,5,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0439397566076332,1.0439397566076332,1.0,0
A,5,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0439397566076332,1.0439397566076332,1.0,0
A,5,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0439397566076332,1.0439397566076332,1.0,0
A,5,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0439397566076332,1.0439397566076332,1.0,0
A,5,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0439397566076332,1.0439397566076332,1.0,0
A,5,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0439397566076332,1.0439397566076332,1.0,0
A,5,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0439397566076332,1.0439397566076332,1.0,0
A,5,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0439397566076332,1.0439397566076332,1.0,0
A,5,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0439397566076332,1.0439397566076332,1.0,0
A,5,10,Dead,0.25,0.0,0.0,0.0,1.0439397566076332,1.0439397566076332,1.0,0
A,6,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0529567298801978,1.0529567298801978,1.0,0
A,6,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0529567298801978,1.0529567298801978,1.0,0
A,6,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0529567298801978,1.0529567298801978,1.0,0
A,6,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0529567298801978,1.0529567298801978,1.0,0
A,6,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0529567298801978,1.0529567298801978,1.0,0
A,6,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0529567298801978,1.0529567298801978,1.0,0
A,6,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0529567298801978,1.0529567298801978,1.0,0
A,6,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0529567298801978,1.0529567298801978,1.0,0
A,6,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0529567298801978,1.0529567298801978,1.0,0
A,6,10,Dead,0.25,0.0,0.0,0.0,1.0529567298801978,1.0529567298801978,1.0,0
A,7,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.062051586772467,1.062051586772467,1.0,0
A,7,2,Well with HPE,0.25,0.25,0.19475,0.0,1.062051586772467,1.062051586772467,1.0,0
A,7,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.062051586772467,1.062051586772467,1.0,0
A,7,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.062051586772467,1.062051586772467,1.0,0
A,7,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.062051586772467,1.062051586772467,1.0,0
A,7,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.062051586772467,1.062051586772467,1.0,0
A,7,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.062051586772467,1.062051586772467,1.0,0
A,7,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.062051586772467,1.062051586772467,1.0,0
A,7,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.062051586772467,1.062051586772467,1.0,0
A,7,10,Dead,0.25,0.0,0.0,0.0,1.062051586772467,1.062051586772467,1.0,0
A,8,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0712249999999999,1.0712249999999999,1.0,0
A,8,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0712249999999999,1.0712249999999999,1.0,0
A,8,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0712249999999999,1.0712249999999999,1.0,0
A,8,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0712249999999999,1.0712249999999999,1.0,0
A,8,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0712249999999999,1.0712249999999999,1.0,0
A,8,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0712249999999999,1.0712249999999999,1.0,0
A,8,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0712249999999999,1.0712249999999999,1.0,0
A,8,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0712249999999999,1.0712249999999999,1.0,0
A,8,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0712249999999999,1.0712249999999999,1.0,0
A,8,10,Dead,0.25,0.0,0.0,0.0,1.0712249999999999,1.0712249999999999,1.0,0
A,9,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0804776480889005,1.0804776480889005,1.0,0
A,9,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0804776480889005,1.0804776480889005,1.0,0
A,9,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0804776480889005,1.0804776480889005,1.0,0
A,9,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0804776480889005,1.0804776480889005,1.0,0
A,9,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0804776480889005,1.0804776480889005,1.0,0
A,9,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0804776480889005,1.0804776480889005,1.0,0
A,9,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0804776480889005,1.0804776480889005,1.0,0
A,9,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0804776480889005,1.0804776480889005,1.0,0
A,9,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0804776480889005,1.0804776480889005,1.0,0
A,9,10,Dead,0.25,0.0,0.0,0.0,1.0804776480889005,1.0804776480889005,1.0,0
A,10,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0898102154260045,1.0898102154260045,1.0,0
A,10,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0898102154260045,1.0898102154260045,1.0,0
A,10,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0898102154260045,1.0898102154260045,1.0,0
A,10,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0898102154260045,1.0898102154260045,1.0,0
A,10,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0898102154260045,1.0898102154260045,1.0,0
A,10,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0898102154260045,1.0898102154260045,1.0,0
A,10,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0898102154260045,1.0898102154260045,1.0,0
A,10,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0898102154260045,1.0898102154260045,1.0,0
A,10,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0898102154260045,1.0898102154260045,1.0,0
A,10,10,Dead,0.25,0.0,0.0,0.0,1.0898102154260045,1.0898102154260045,1.0,0
A,11,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.0992233923095032,1.0992233923095032,1.0,0
A,11,2,Well with HPE,0.25,0.25,0.19475,0.0,1.0992233923095032,1.0992233923095032,1.0,0
A,11,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0992233923095032,1.0992233923095032,1.0,0
A,11,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.0992233923095032,1.0992233923095032,1.0,0
A,11,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.0992233923095032,1.0992233923095032,1.0,0
A,11,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.0992233923095032,1.0992233923095032,1.0,0
A,11,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0992233923095032,1.0992233923095032,1.0,0
A,11,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.0992233923095032,1.0992233923095032,1.0,0
A,11,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.0992233923095032,1.0992233923095032,1.0,0
A,11,10,Dead,0.25,0.0,0.0,0.0,1.0992233923095032,1.0992233923095032,1.0,0
A,12,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.1087178749999997,1.1087178749999997,1.0,0
A,12,2,Well with HPE,0.25,0.25,0.19475,0.0,1.1087178749999997,1.1087178749999997,1.0,0
A,12,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1087178749999997,1.1087178749999997,1.0,0
A,12,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1087178749999997,1.1087178749999997,1.0,0
A,12,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.1087178749999997,1.1087178749999997,1.0,0
A,12,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.1087178749999997,1.1087178749999997,1.0,0
A,12,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1087178749999997,1.1087178749999997,1.0,0
A,12,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1087178749999997,1.1087178749999997,1.0,0
A,12,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.1087178749999997,1.1087178749999997,1.0,0
A,12,10,Dead,0.25,0.0,0.0,0.0,1.1087178749999997,1.1087178749999997,1.0,0
A,13,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.1182943657720117,1.1182943657720117,1.0,0
A,13,2,Well with HPE,0.25,0.25,0.19475,0.0,1.1182943657720117,1.1182943657720117,1.0,0
A,13,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1182943657720117,1.1182943657720117,1.0,0
A,13,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1182943657720117,1.1182943657720117,1.0,0
A,13,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.1182943657720117,1.1182943657720117,1.0,0
A,13,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.1182943657720117,1.1182943657720117,1.0,0
A,13,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1182943657720117,1.1182943657720117,1.0,0
A,13,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1182943657720117,1.1182943657720117,1.0,0
A,13,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.1182943657720117,1.1182943657720117,1.0,0
A,13,10,Dead,0.25,0.0,0.0,0.0,1.1182943657720117,1.1182943657720117,1.0,0
A,14,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.1279535729659147,1.1279535729659147,1.0,0
A,14,2,Well with HPE,0.25,0.25,0.19475,0.0,1.1279535729659147,1.1279535729659147,1.0,0
A,14,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1279535729659147,1.1279535729659147,1.0,0
A,14,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1279535729659147,1.1279535729659147,1.0,0
A,14,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.1279535729659147,1.1279535729659147,1.0,0
A,14,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.1279535729659147,1.1279535729659147,1.0,0
A,14,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1279535729659147,1.1279535729659147,1.0,0
A,14,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1279535729659147,1.1279535729659147,1.0,0
A,14,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.1279535729659147,1.1279535729659147,1.0,0
A,14,10,Dead,0.25,0.0,0.0,0.0,1.1279535729659147,1.1279535729659147,1.0,0
A,15,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.1376962110403357,1.1376962110403357,1.0,0
A,15,2,Well with HPE,0.25,0.25,0.19475,0.0,1.1376962110403357,1.1376962110403357,1.0,0
A,15,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1376962110403357,1.1376962110403357,1.0,0
A,15,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1376962110403357,1.1376962110403357,1.0,0
A,15,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.1376962110403357,1.1376962110403357,1.0,0
A,15,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.1376962110403357,1.1376962110403357,1.0,0
A,15,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1376962110403357,1.1376962110403357,1.0,0
A,15,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1376962110403357,1.1376962110403357,1.0,0
A,15,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.1376962110403357,1.1376962110403357,1.0,0
A,15,10,Dead,0.25,0.0,0.0,0.0,1.1376962110403357,1.1376962110403357,1.0,0
A,16,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.1475230006249997,1.1475230006249997,1.0,0
A,16,2,Well with HPE,0.25,0.25,0.19475,0.0,1.1475230006249997,1.1475230006249997,1.0,0
A,16,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1475230006249997,1.1475230006249997,1.0,0
A,16,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1475230006249997,1.1475230006249997,1.0,0
A,16,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.1475230006249997,1.1475230006249997,1.0,0
A,16,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.1475230006249997,1.1475230006249997,1.0,0
A,16,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1475230006249997,1.1475230006249997,1.0,0
A,16,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1475230006249997,1.1475230006249997,1.0,0
A,16,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.1475230006249997,1.1475230006249997,1.0,0
A,16,10,Dead,0.25,0.0,0.0,0.0,1.1475230006249997,1.1475230006249997,1.0,0
A,17,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.1574346685740322,1.1574346685740322,1.0,0
A,17,2,Well with HPE,0.25,0.25,0.19475,0.0,1.1574346685740322,1.1574346685740322,1.0,0
A,17,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1574346685740322,1.1574346685740322,1.0,0
A,17,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1574346685740322,1.1574346685740322,1.0,0
A,17,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.1574346685740322,1.1574346685740322,1.0,0
A,17,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.1574346685740322,1.1574346685740322,1.0,0
A,17,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1574346685740322,1.1574346685740322,1.0,0
A,17,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1574346685740322,1.1574346685740322,1.0,0
A,17,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.1574346685740322,1.1574346685740322,1.0,0
A,17,10,Dead,0.25,0.0,0.0,0.0,1.1574346685740322,1.1574346685740322,1.0,0
A,18,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.1674319480197215,1.1674319480197215,1.0,0
A,18,2,Well with HPE,0.25,0.25,0.19475,0.0,1.1674319480197215,1.1674319480197215,1.0,0
A,18,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1674319480197215,1.1674319480197215,1.0,0
A,18,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1674319480197215,1.1674319480197215,1.0,0
A,18,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.1674319480197215,1.1674319480197215,1.0,0
A,18,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.1674319480197215,1.1674319480197215,1.0,0
A,18,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1674319480197215,1.1674319480197215,1.0,0
A,18,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1674319480197215,1.1674319480197215,1.0,0
A,18,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.1674319480197215,1.1674319480197215,1.0,0
A,18,10,Dead,0.25,0.0,0.0,0.0,1.1674319480197215,1.1674319480197215,1.0,0
A,19,1,Well no HPE,0.25,0.25,0.19475,3.8480642857142855,1.1775155784267473,1.1775155784267473,1.0,0
A,19,2,Well with HPE,0.25,0.25,0.19475,0.0,1.1775155784267473,1.1775155784267473,1.0,0
A,19,3,GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1775155784267473,1.1775155784267473,1.0,0
A,19,4,Unresolved GI discomfort,0.25,0.25,0.17507732474964233,43.078064285714284,1.1775155784267473,1.1775155784267473,1.0,0
A,19,5,Symptomatic ulcer,0.25,0.25,0.16925,628.2491339093506,1.1775155784267473,1.1775155784267473,1.0,0
A,19,6,Unresolved ulcer,0.25,0.25,0.16925,628.2491339093506,1.1775155784267473,1.1775155784267473,1.0,0
A,19,7,Serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1775155784267473,1.1775155784267473,1.0,0
A,19,8,Unresolved serious GI event,0.25,0.25,0.135,3284.2846284020698,1.1775155784267473,1.1775155784267473,1.0,0
A,19,9,Post-event,0.25,0.25,0.19475,3.8480642857142855,1.1775155784267473,1.1775155784267473,1.0,0
A,19,10,Dead,0.25,0.0,0.0,0.0,1.1775155784267473,1.1775155784267473,1.0,0
A,20,1,Well no HPE,0.25,0.25,0.188325,3.8480642857142855,1.1876863056468745,1.1876863056468745,1.0,0
A,20,2,Well with HPE,0.25,0.25,0.188325,0.0,1.1876863056468745,1.1876863056468745,1.0,0
A,20,3,GI discomfort,0.25,0.25,0.1686523247496423,43.078064285714284,1.1876863056468745,1.1876863056468745,1.0,0
A,20,4,Unresolved GI discomfort,0.25,0.25,0.1686523247496423,43.078064285714284,1.1876863056468745,1.1876863056468745,1.0,0
A,20,5,Symptomatic ulcer,0.25,0.25,0.162825,628.2491339093506,1.1876863056468745,1.1876863056468745,1.0,0
A,20,6,Unresolved ulcer,0.25,0.25,0.162825,628.2491339093506,1.1876863056468745,1.1876863056468745,1.0,0
A,20,7,Serious GI event,0.25,0.25,0.128575,3284.2846284020698,1.1876863056468745,1.1876863056468745,1.0,0
A,20,8,Unresolved serious GI event,0.25,0.25,0.128575,3284.2846284020698,1.1876863056468745,1.1876863056468745,1.0,0
A,20,9,Post-event,0.25,0.25,0.188325,3.8480642857142855,1.1876863056468745,1.1876863056468745,1.0,0
A,20,10,Dead,0.25,0.0,0.0,0.0,1.1876863056468745,1.1876863056468745,1.0,0
A,21,1,Well no HPE,0.25,0.25,0.188325,3.8480642857142855,1.1979448819741232,1.1979448819741232,1.0,0
A,21,2,Well with HPE,0.25,0.25,0.188325,0.0,1.1979448819741232,1.1979448819741232,1.0,0
A,21,3,GI discomfort,0.25,0.25,0.1686523247496423,43.078064285714284,1.1979448819741232,1.1979448819741232,1.0,0
A,21,4,Unresolved GI discomfort,0.25,0.25,0.1686523247496423,43.078064285714284,1.1979448819741232,1.1979448819741232,1.0,0
A,21,5,Symptomatic ulcer,0.25,0.25,0.162825,628.2491339093506,1.1979448819741232,1.1979448819741232,1.0,0
A,21,6,Unresolved ulcer,0.25,0.25,0.162825,628.2491339093506,1.1979448819741232,1.1979448819741232,1.0,0
A,21,7,Serious GI event,0.25,0.25,0.128575,3284.2846284020698,1.1979448819741232,1.1979448819741232,1.0,0
A,21,8,Unresolved serious GI event,0.25,0.25,0.128575,3284.2846284020698,1.1979448819741232,1.1979448819741232,1.0,0
A,21,9,Post-event,0.25,0.25,0.188325,3.8480642857142855,1.1979448819741232,1.1979448819741232,1.0,0
A,21,10,Dead,0.25,0.0,0.0,0.0,1.1979448819741232,1.1979448819741232,1.0,0
A,22,1,Well no HPE,0.25,0.25,0.188325,3.8480642857142855,1.2082920662004117,1.2082920662004117,1.0,0
A,22,2,Well with HPE,0.25,0.25,0.188325,0.0,1.2082920662004117,1.2082920662004117,1.0,0
A,22,3,GI discomfort,0.25,0.25,0.1686523247496423,43.078064285714284,1.2082920662004117,1.2082920662004117,1.0,0
A,22,4,Unresolved GI discomfort,0.25,0.25,0.1686523247496423,43.078064285714284,1.2082920662004117,1.2082920662004117,1.0,0
A,22,5,Symptomatic ulcer,0.25,0.25,0.162825,628.2491339093506,1.2082920662004117,1.2082920662004117,1.0,0
A,22,6,Unresolved ulcer,0.25,0.25,0.162825,628.2491339093506,1.2082920662004117,1.2082920662004117,1.0,0
A,22,7,Serious GI event,0.25,0.25,0.128575,3284.2846284020698,1.2082920662004117,1.2082920662004117,1.0,0
A,22,8,Unresolved serious GI event,0.25,0.25,0.128575,3284.2846284020698,1.2082920662004117,1.2082920662004117,1.0,0
A,22,9,Post-event,0.25,0.25,0.188325,3.8480642857142855,1.2082920662004117,1.2082920662004117,1.0,0
A,22,10,Dead,0.25,0.0,0.0,0.0,1.2082920662004117,1.2082920662004117,1.0,0
A,23,1,Well no HPE,0.25,0.25,0.188325,3.8480642857142855,1.2187286236716834,1.2187286236716834,1.0,0
A,23,2,Well with HPE,0.25,0.25,0.188325,0.0,1.2187286236716834,1.2187286236716834,1.0,0
A,23,3,GI discomfort,0.25,0.25,0.1686523247496423,43.078064285714284,1.2187286236716834,1.2187286236716834,1.0,0
A,23,4,Unresolved GI discomfort,0.25,0.25,0.1686523247496423,43.078064285714284,1.2187286236716834,1.2187286236716834,1.0,0
A,23,5,Symptomatic ulcer,0.25,0.25,0.162825,628.2491339093506,1.2187286236716834,1.2187286236716834,1.0,0
A,23,6,Unresolved ulcer,0.25,0.25,0.162825,628.2491339093506,1.2187286236716834,1.2187286236716834,1.0,0
A,23,7,Serious GI event,0.25,0.25,0.128575,3284.2846284020698,1.2187286236716834,1.2187286236716834,1.0,0
A,23,8,Unresolved serious GI event,0.25,0.25,0.128575,3284.2846284020698,1.2187286236716834,1.2187286236716834,1.0,0
