model_id,arm,cycle,state_index,state,occupancy
B,HPE,18,5,Symptomatic ulcer,0.0008351311535841847
B,HPE,18,6,Unresolved ulcer,0.00012512661219747588
B,HPE,18,7,Serious GI event,0.0003079260777479959
B,HPE,18,8,Unresolved serious GI event,4.5852896150768156e-05
B,HPE,18,9,Post-event,0.8677516796780866
B,HPE,18,10,Dead,0.02201414143047144
B,HPE,19,1,Well no HPE,0.0
B,HPE,19,2,Well with HPE,0.04127403816695942
B,HPE,19,3,GI discomfort,0.05143289816128333
B,HPE,19,4,Unresolved GI discomfort,0.007645326808030576
B,HPE,19,5,Symptomatic ulcer,0.000817221615925294
B,HPE,19,6,Unresolved ulcer,0.00012205460018124198
B,HPE,19,7,Serious GI event,0.0003029593793360403
B,HPE,19,8,Unresolved serious GI event,4.500346340045985e-05
B,HPE,19,9,Post-event,0.8751451606820521
B,HPE,19,10,Dead,0.023215337122830568
B,HPE,20,1,Well no HPE,0.0
B,HPE,20,2,Well with HPE,0.034899391452023254
B,HPE,20,3,GI discomfort,0.0506812221449001
B,HPE,20,4,Unresolved GI discomfort,0.007516929280264435
B,HPE,20,5,Symptomatic ulcer,0.0008019419273164294
B,HPE,20,6,Unresolved ulcer,0.00011943711734755141
B,HPE,20,7,Serious GI event,0.00029870753690474186
B,HPE,20,8,Unresolved serious GI event,4.427757934465574e-05
B,HPE,20,9,Post-event,0.8812233072449023
B,HPE,20,10,Dead,0.02441478571699547
B,HPE,21,1,Well no HPE,0.0
B,HPE,21,2,Well with HPE,0.02948576847440886
B,HPE,21,3,GI discomfort,0.050036819762438296
B,HPE,21,4,Unresolved GI discomfort,0.007407071666580962
B,HPE,21,5,Symptomatic ulcer,0.0007888860828252073
B,HPE,21,6,Unresolved ulcer,0.00011720398752591214
B,HPE,21,7,Serious GI event,0.0002950602072353709
B,HPE,21,8,Unresolved serious GI event,4.365617164628582e-05
B,HPE,21,9,Post-event,0.8855468576763488
B,HPE,21,10,Dead,0.026278675970989183
B,HPE,22,1,Well no HPE,0.0
B,HPE,22,2,Well with HPE,0.024911911249846166
B,HPE,22,3,GI discomfort,0.04944693348472257
B,HPE,22,4,Unresolved GI discomfort,0.00731289211788414
B,HPE,22,5,Symptomatic ulcer,0.0007771408907378795
B,HPE,22,6,Unresolved ulcer,0.00011529587300693444
B,HPE,22,7,Serious GI event,0.00029171057670947985
B,HPE,22,8,Unresolved serious GI event,4.312311361987442e-05
B,HPE,22,9,Post-event,0.8889622731146137
B,HPE,22,10,Dead,0.028138719578857965
B,HPE,23,1,Well no HPE,0.0
B,HPE,23,2,Well with HPE,0.02104755460787271
B,HPE,23,3,GI discomfort,0.04893647419522808
B,HPE,23,4,Unresolved GI discomfort,0.007226680109782186
B,HPE,23,5,Symptomatic ulcer,0.0007670313377300185
B,HPE,23,6,Unresolved ulcer,0.00011357931062254942
B,HPE,23,7,Serious GI event,0.00028880911228548956
B,HPE,23,8,Unresolved serious GI event,4.263356438819042e-05
B,HPE,23,9,Post-event,0.8915822819316034
B,HPE,23,10,Dead,0.029994955830486086
B,HPE,24,1,Well no HPE,0.0
B,HPE,24,2,Well with HPE,0.017782640220915177
B,HPE,24,3,GI discomfort,0.04849168987394366
B,HPE,24,4,Unresolved GI discomfort,0.007152076373326352
B,HPE,24,5,Symptomatic ulcer,0.0007582816249483446
B,HPE,24,6,Unresolved ulcer,0.00011210179724624934
B,HPE,24,7,Serious GI event,0.0002862778285303414
B,HPE,24,8,Unresolved serious GI event,4.2209514730013544e-05
B,HPE,24,9,Post-event,0.8935272921064381
B,HPE,24,10,Dead,0.03184743065992033
B,HPE,25,1,Well no HPE,0.0
B,HPE,25,2,Well with HPE,0.01502418210181192
B,HPE,25,3,GI discomfort,0.04810224160502043
B,HPE,25,4,Unresolved GI discomfort,0.007087071047793633
B,HPE,25,5,Symptomatic ulcer,0.0007506784780819448
B,HPE,25,6,Unresolved ulcer,0.00011082302481549454
B,HPE,25,7,Serious GI event,0.00028405840744178074
B,HPE,25,8,Unresolved serious GI event,4.1839567057298995e-05
B,HPE,25,9,Post-event,0.894902920428572
B,HPE,25,10,Dead,0.033696185339403946
B,HPE,26,1,Well no HPE,0.0
B,HPE,26,2,Well with HPE,0.012693618327998132
B,HPE,26,3,GI discomfort,0.04775959191547429
B,HPE,26,4,Unresolved GI discomfort,0.007030153098378506
B,HPE,26,5,Symptomatic ulcer,0.000744044755079071
B,HPE,26,6,Unresolved ulcer,0.00010971182324324455
B,HPE,26,7,Serious GI event,0.00028210274648901335
B,HPE,26,8,Unresolved serious GI event,4.151519818130211e-05
B,HPE,26,9,Post-event,0.895798006522904
B,HPE,26,10,Dead,0.0355412556122508
B,HPE,27,1,Well no HPE,0.0
B,HPE,27,2,Well with HPE,0.010724573568464537
B,HPE,27,3,GI discomfort,0.047456507644780634
B,HPE,27,4,Unresolved GI discomfort,0.006980074771542905
B,HPE,27,5,Symptomatic ulcer,0.0007382304833834165
B,HPE,27,6,Unresolved ulcer,0.00010874230318001385
B,HPE,27,7,Serious GI event,0.0002803700863868928
B,HPE,27,8,Unresolved serious GI event,4.122937790665943e-05
B,HPE,27,9,Post-event,0.8962875990563098
B,HPE,27,10,Dead,0.037382672708043366
B,HPE,28,1,Well no HPE,0.0
B,HPE,28,2,Well with HPE,0.009060968689417578
B,HPE,28,3,GI discomfort,0.04718687713369087
B,HPE,28,4,Unresolved GI discomfort,0.006935778939299104
B,HPE,28,5,Symptomatic ulcer,0.0007331089463997635
B,HPE,28,6,Unresolved ulcer,0.00010789254610399945
B,HPE,28,7,Serious GI event,0.00027882598743252107
B,HPE,28,8,Unresolved serious GI event,4.097614925496e-05
B,HPE,28,9,Post-event,0.8964351075638701
B,HPE,28,10,Dead,0.03922046404452924
B,HPE,29,1,Well no HPE,0.0
B,HPE,29,2,Well with HPE,0.007655423599500779
B,HPE,29,3,GI discomfort,0.0469455368948388
B,HPE,29,4,Unresolved GI discomfort,0.006896372381315386
B,HPE,29,5,Symptomatic ulcer,0.0007285730858637772
B,HPE,29,6,Unresolved ulcer,0.00010714403235718208
B,HPE,29,7,Serious GI event,0.00027744135298488987
B,HPE,29,8,Unresolved serious GI event,4.0750478856116334e-05
B,HPE,29,9,Post-event,0.8962941043587354
B,HPE,29,10,Dead,0.0410546538155458
B,HPE,30,1,Well no HPE,0.0
B,HPE,30,2,Well with HPE,0.006467907847009734
B,HPE,30,3,GI discomfort,0.04672812435036389
B,HPE,30,4,Unresolved GI discomfort,0.006861100452787377
B,HPE,30,5,Symptomatic ulcer,0.000724532449630801
B,HPE,30,6,Unresolved ulcer,0.00010648111535088713
B,HPE,30,7,Serious GI event,0.00027619159957311513
B,HPE,30,8,Unresolved serious GI event,4.054811422970108e-05
B,HPE,30,9,Post-event,0.8959098505818561
B,HPE,30,10,Dead,0.042885263489196385
B,HPE,31,1,Well no HPE,0.0
B,HPE,31,2,Well with HPE,0.0054646005376029275
B,HPE,31,3,GI discomfort,0.04653095359881227
B,HPE,31,4,Unresolved GI discomfort,0.006829325562009581
B,HPE,31,5,Symptomatic ulcer,0.0007209106157924408
B,HPE,31,6,Unresolved ulcer,0.0001058905754844516
B,HPE,31,7,Serious GI event,0.00027505595683723793
B,HPE,31,8,Unresolved serious GI event,4.0365462496084566e-05
B,HPE,31,9,Post-event,0.8953205854622467
B,HPE,31,10,Dead,0.04471231222871623
B,HPE,32,1,Well no HPE,0.0
B,HPE,32,2,Well with HPE,0.004616927102536881
B,HPE,32,3,GI discomfort,0.046350910449755624
B,HPE,32,4,Unresolved GI discomfort,0.006800509013680874
B,HPE,32,5,Symptomatic ulcer,0.0007176430163135188
B,HPE,32,6,Unresolved ulcer,0.00010536124367930133
B,HPE,32,7,Serious GI event,0.0002740168760425389
B,HPE,32,8,Unresolved serious GI event,4.0199488062630206e-05
B,HPE,32,9,Post-event,0.8945586155618784
B,HPE,32,10,Dead,0.046535817248048006
B,HPE,33,1,Well no HPE,0.0
B,HPE,33,2,Well with HPE,0.003900745484223439
B,HPE,33,3,GI discomfort,0.04618536373949577
B,HPE,33,4,Unresolved GI discomfort,0.006774195668191164
B,HPE,33,5,Symptomatic ulcer,0.0007146750982492855
B,HPE,33,6,Unresolved ulcer,0.0001048836833030172
B,HPE,33,7,Serious GI event,0.00027305953033832006
B,HPE,33,8,Unresolved serious GI event,4.0047626177932576e-05
B,HPE,33,9,Post-event,0.8936512350577541
B,HPE,33,10,Dead,0.04835579411226464
B,HPE,34,1,Well no HPE,0.0
B,HPE,34,2,Well with HPE,0.003295658561368417
B,HPE,34,3,GI discomfort,0.04603209040364175
B,HPE,34,4,Unresolved GI discomfort,0.0067500009803922855
B,HPE,34,5,Symptomatic ulcer,0.0007119607701975504
B,HPE,34,6,Unresolved ulcer,0.00010444992143082982
B,HPE,34,7,Serious GI event,0.0002721713925374969
B,HPE,34,8,Unresolved serious GI event,3.990770989452946e-05
B,HPE,34,9,Post-event,0.8926215032691407
B,HPE,34,10,Dead,0.0501722569913941
B,HPE,35,1,Well no HPE,0.0
B,HPE,35,2,Well with HPE,0.0027844332313014847
B,HPE,35,3,GI discomfort,0.04588921217249618
B,HPE,35,4,Unresolved GI discomfort,0.006727600048938802
B,HPE,35,5,Symptomatic ulcer,0.0007094610897385344
B,HPE,35,6,Unresolved ulcer,0.00010405322179425968
B,HPE,35,7,Serious GI event,0.00027134187839140153
B,HPE,35,8,Unresolved serious GI event,3.977790836129712e-05
B,HPE,35,9,Post-event,0.8914889015741013
B,HPE,35,10,Dead,0.05198521887487429
B,HPE,36,1,Well no HPE,0.0
B,HPE,36,2,Well with HPE,0.00235250960474401
B,HPE,36,3,GI discomfort,0.04575514208630558
B,HPE,36,4,Unresolved GI discomfort,0.00670671836430492
B,HPE,36,5,Symptomatic ulcer,0.0007071431544801417
B,HPE,36,6,Unresolved ulcer,0.00010368789295016536
B,HPE,36,7,Serious GI event,0.000270562045200092
B,HPE,36,8,Unresolved serious GI event,3.9656674687985054e-05
B,HPE,36,9,Post-event,0.8902698884245792
B,HPE,36,10,Dead,0.05379469175274535
B,HPE,37,1,Well no HPE,0.0
B,HPE,37,2,Well with HPE,0.001987586334697638
B,HPE,37,3,GI discomfort,0.04562853930710981
B,HPE,37,4,Unresolved GI discomfort,0.006687123991976659
B,HPE,37,5,Symptomatic ulcer,0.0007049791651252183
B,HPE,37,6,Unresolved ulcer,0.00010334912620676833
B,HPE,37,7,Serious GI event,0.0002698243371744837
B,HPE,37,8,Unresolved serious GI event,3.954270189704695e-05
B,HPE,37,9,Post-event,0.8889783682670709
B,HPE,37,10,Dead,0.05560068676873885
B,HPE,38,1,Well no HPE,0.0
B,HPE,38,2,Well with HPE,0.0016792702694647095
B,HPE,38,3,GI discomfort,0.045508270940215395
B,HPE,38,4,Unresolved GI discomfort,0.006668620968193801
B,HPE,38,5,Symptomatic ulcer,0.0007029456338766044
B,HPE,38,6,Unresolved ulcer,0.00010303285869072838
B,HPE,38,7,Serious GI event,0.00026912237029812013
B,HPE,38,8,Unresolved serious GI event,3.94348857082607e-05
B,HPE,38,9,Post-event,0.8876260877239263
B,HPE,38,10,Dead,0.057403214349623415
B,HPE,39,1,Well no HPE,0.0
B,HPE,39,2,Well with HPE,0.0014187804517870482
B,HPE,39,3,GI discomfort,0.045393379777953775
B,HPE,39,4,Unresolved GI discomfort,0.006651043720149887
B,HPE,39,5,Symptomatic ulcer,0.0007010227156350584
B,HPE,39,6,Unresolved ulcer,0.00010273565765536956
B,HPE,39,7,Serious GI event,0.0002684507505613654
B,HPE,39,8,Unresolved serious GI event,3.9332293096229255e-05
B,HPE,39,9,Post-event,0.8862229703186686
B,HPE,39,10,Dead,0.05920228431448987
B,HPE,40,1,Well no HPE,0.0011986980338874887
B,HPE,40,2,Well with HPE,0.0
B,HPE,40,3,GI discomfort,0.04528305704705479
B,HPE,40,4,Unresolved GI discomfort,0.006634252351735458
B,HPE,40,5,Symptomatic ulcer,0.0006991936429423189
B,HPE,40,6,Unresolved ulcer,0.00010245462273511082
B,HPE,40,7,Serious GI event,0.00026780492039126094
B,HPE,40,8,Unresolved serious GI event,3.923413572526828e-05
B,HPE,40,9,Post-event,0.8847773992784378
B,HPE,40,10,Dead,0.06099790596708759
B,No HPE,0,1,Well no HPE,1.0
B,No HPE,0,2,Well with HPE,0.0
B,No HPE,0,3,GI discomfort,0.0
B,No HPE,0,4,Unresolved GI discomfort,0.0
B,No HPE,0,5,Symptomatic ulcer,0.0
B,No HPE,0,6,Unresolved ulcer,0.0
B,No HPE,0,7,Serious GI event,0.0
B,No HPE,0,8,Unresolved serious GI event,0.0
B,No HPE,0,9,Post-event,0.0
B,No HPE,0,10,Dead,0.0
B,No HPE,1,1,Well no HPE,0.946845721264105
B,No HPE,1,2,Well with HPE,0.0
B,No HPE,1,3,GI discomfort,0.05085721911620075
B,No HPE,1,4,Unresolved GI discomfort,0.0
B,No HPE,1,5,Symptomatic ulcer,0.0007844827288323197
B,No HPE,1,6,Unresolved ulcer,0.0
B,No HPE,1,7,Serious GI event,0.00030081167198279054
B,No HPE,1,8,Unresolved serious GI event,0.0
B,No HPE,1,9,Post-event,0.0
B,No HPE,1,10,Dead,0.0012117652188790018
B,No HPE,2,1,Well no HPE,0.8965168198761433
B,No HPE,2,2,Well with HPE,0.0
B,No HPE,2,3,GI discomfort,0.04815394031556573
B,No HPE,2,4,Unresolved GI discomfort,0.00743279366230944
B,No HPE,2,5,Symptomatic ulcer,0.000742784115200471
B,No HPE,2,6,Unresolved ulcer,0.00011465232186080396
B,No HPE,2,7,Serious GI event,0.0002848222445232067
B,No HPE,2,8,Unresolved serious GI event,4.39636914467104e-05
B,No HPE,2,9,Post-event,0.044274631455032555
B,No HPE,2,10,Dead,0.002435592317917596
B,No HPE,3,1,Well no HPE,0.8488631149410286
B,No HPE,3,2,Well with HPE,0.0
B,No HPE,3,3,GI discomfort,0.04784603698299812
B,No HPE,3,4,Unresolved GI discomfort,0.00703770887619665
B,No HPE,3,5,Symptomatic ulcer,0.0007380346450023992
B,No HPE,3,6,Unresolved ulcer,0.00010855806038689724
B,No HPE,3,7,Serious GI event,0.00028300104946204715
B,No HPE,3,8,Unresolved serious GI event,4.162683313729307e-05
B,No HPE,3,9,Post-event,0.09142272392716158
B,No HPE,3,10,Dead,0.003659194684626078
B,No HPE,4,1,Well no HPE,0.8037424083208331
B,No HPE,4,2,Well with HPE,0.0
B,No HPE,4,3,GI discomfort,0.04782032293918018
B,No HPE,4,4,Unresolved GI discomfort,0.006992708737009263
B,No HPE,4,5,Symptomatic ulcer,0.0007376380007577048
B,No HPE,4,6,Unresolved ulcer,0.00010786392428191483
B,No HPE,4,7,Serious GI event,0.00028284895533168105
B,No HPE,4,8,Unresolved serious GI event,4.136066508202668e-05
B,No HPE,4,9,Post-event,0.13539372115070983
B,No HPE,4,10,Dead,0.004881127306813847
B,No HPE,5,1,Well no HPE,0.761020060317088
B,No HPE,5,2,Well with HPE,0.0
B,No HPE,5,3,GI discomfort,0.04776185191647494
B,No HPE,5,4,Unresolved GI discomfort,0.006988950623898799
B,No HPE,5,5,Symptomatic ulcer,0.0007367360735928587
B,No HPE,5,6,Unresolved ulcer,0.0001078059546390718
B,No HPE,5,7,Serious GI event,0.0002825031093257813
B,No HPE,5,8,Unresolved serious GI event,4.133843649171236e-05
B,No HPE,5,9,Post-event,0.1769591931480181
B,No HPE,5,10,Dead,0.006101560420470159
B,No HPE,6,1,Well no HPE,0.720568587907386
B,No HPE,6,2,Well with HPE,0.0
B,No HPE,6,3,GI discomfort,0.047703016419925304
B,No HPE,6,4,Unresolved GI discomfort,0.006980405071181902
B,No HPE,6,5,Symptomatic ulcer,0.0007358285243464085
B,No HPE,6,6,Unresolved ulcer,0.000107674137787281
B,No HPE,6,7,Serious GI event,0.0002821551075200083
B,No HPE,6,8,Unresolved serious GI event,4.128789102254479e-05
B,No HPE,6,9,Post-event,0.21626054684078727
B,No HPE,6,10,Dead,0.007320498100042711
B,No HPE,7,1,Well no HPE,0.6822672843374266
B,No HPE,7,2,Well with HPE,0.0
B,No HPE,7,3,GI discomfort,0.04764452458032861
B,No HPE,7,4,Unresolved GI discomfort,0.00697180625053318
B,No HPE,7,5,Symptomatic ulcer,0.0007349262760768679
B,No HPE,7,6,Unresolved ulcer,0.00010754149926703797
B,No HPE,7,7,Serious GI event,0.000281809138385789
B,No HPE,7,8,Unresolved serious GI event,4.1237030482755695e-05
B,No HPE,7,9,Post-event,0.2534129301004874
B,No HPE,7,10,Dead,0.008537940787011145
B,No HPE,8,1,Well no HPE,0.6460018589333729
B,No HPE,8,2,Well with HPE,0.0
B,No HPE,8,3,GI discomfort,0.047586093688362696
B,No HPE,8,4,Unresolved GI discomfort,0.006963257655423059
B,No HPE,8,5,Symptomatic ulcer,0.0007340249679366647
B,No HPE,8,6,Unresolved ulcer,0.00010740963548572604
B,No HPE,8,7,Serious GI event,0.0002814635297462849
B,No HPE,8,8,Unresolved serious GI event,4.118646701835737e-05
B,No HPE,8,9,Post-event,0.2885308147524418
B,No HPE,8,10,Dead,0.009753890370211737
B,No HPE,9,1,Well no HPE,0.6116640960597222
B,No HPE,9,2,Well with HPE,0.0
B,No HPE,9,3,GI discomfort,0.04752773295688842
B,No HPE,9,4,Unresolved GI discomfort,0.0069547179678224645
B,No HPE,9,5,Symptomatic ulcer,0.0007331247420360117
B,No HPE,9,6,Unresolved ulcer,0.00010727790910452177
B,No HPE,9,7,Serious GI event,0.00028111833609397753
B,No HPE,9,8,Unresolved serious GI event,4.113595624034027e-05
B,No HPE,9,9,Post-event,0.3217224473835787
B,No HPE,9,10,Dead,0.010968348688512654
B,No HPE,10,1,Well no HPE,0.5791515322050245
B,No HPE,10,2,Well with HPE,0.0
B,No HPE,10,3,GI discomfort,0.04746944396000918
B,No HPE,10,4,Unresolved GI discomfort,0.0069461885341930195
B,No HPE,10,5,Symptomatic ulcer,0.0007322256226557672
B,No HPE,10,6,Unresolved ulcer,0.00010714634089286371
B,No HPE,10,7,Serious GI event,0.0002807735667394169
B,No HPE,10,8,Unresolved serious GI event,4.1085506112792454e-05
B,No HPE,10,9,Post-event,0.35309028669435927
B,No HPE,10,10,Dead,0.012181317570012394
B,No HPE,11,1,Well no HPE,0.548367150231878
B,No HPE,11,2,Well with HPE,0.0
B,No HPE,11,3,GI discomfort,0.0474112264530515
B,No HPE,11,4,Unresolved GI discomfort,0.006937669584590281
B,No HPE,11,5,Symptomatic ulcer,0.0007313276060217937
B,No HPE,11,6,Unresolved ulcer,0.00010701493439940461
B,No HPE,11,7,Serious GI event,0.00028042922023540143
B,No HPE,11,8,Unresolved serious GI event,4.103511799645283e-05
B,No HPE,11,9,Post-event,0.38273134801045505
B,No HPE,11,10,Dead,0.01339279884137123
B,No HPE,12,1,Well no HPE,0.5192190898788444
B,No HPE,12,2,Well with HPE,0.0
B,No HPE,12,3,GI discomfort,0.047353080343875795
B,No HPE,12,4,Unresolved GI discomfort,0.006929161083255164
B,No HPE,12,5,Symptomatic ulcer,0.0007304306907128203
B,No HPE,12,6,Unresolved ulcer,0.00010688368907255345
B,No HPE,12,7,Serious GI event,0.00028008529603694156
B,No HPE,12,8,Unresolved serious GI event,4.098479167981258e-05
B,No HPE,12,9,Post-event,0.4107374898994895
B,No HPE,12,10,Dead,0.014602794327032063
B,No HPE,13,1,Well no HPE,0.49162037365042655
B,No HPE,13,2,Well with HPE,0.0
B,No HPE,13,3,GI discomfort,0.04729500554633935
B,No HPE,13,4,Unresolved GI discomfort,0.00692066301672145
B,No HPE,13,5,Symptomatic ulcer,0.0007295348754000782
B,No HPE,13,6,Unresolved ulcer,0.00010675260470459118
B,No HPE,13,7,Serious GI event,0.00027974179363451793
B,No HPE,13,8,Unresolved serious GI event,4.093452708322135e-05
B,No HPE,13,9,Post-event,0.4371956881364962
B,No HPE,13,10,Dead,0.01581130584919297
B,No HPE,14,1,Well no HPE,0.46548864727716693
B,No HPE,14,2,Well with HPE,0.0
B,No HPE,14,3,GI discomfort,0.047237001972944184
B,No HPE,14,4,Unresolved GI discomfort,0.006912175372399363
B,No HPE,14,5,Symptomatic ulcer,0.0007286401587338936
B,No HPE,14,6,Unresolved ulcer,0.00010662168110131794
B,No HPE,14,7,Serious GI event,0.0002793987125105951
B,No HPE,14,8,Unresolved serious GI event,4.0884324132212786e-05
B,No HPE,14,9,Post-event,0.46218829527319283
B,No HPE,14,10,Dead,0.01701833522781745
B,No HPE,15,1,Well no HPE,0.4407459339714017
B,No HPE,15,2,Well with HPE,0.0
B,No HPE,15,3,GI discomfort,0.047179069536330824
B,No HPE,15,4,Unresolved GI discomfort,0.006903698137501052
B,No HPE,15,5,Symptomatic ulcer,0.0007277465393667293
B,No HPE,15,6,Unresolved ulcer,0.00010649091806547864
B,No HPE,15,7,Serious GI event,0.00027905605214845685
B,No HPE,15,8,Unresolved serious GI event,4.0834182751148974e-05
B,No HPE,15,9,Post-event,0.4857932863817963
B,No HPE,15,10,Dead,0.018223884280637013
B,No HPE,16,1,Well no HPE,0.4173184017453735
B,No HPE,16,2,Well with HPE,0.0
B,No HPE,16,3,GI discomfort,0.047121208149256404
B,No HPE,16,4,Unresolved GI discomfort,0.006895231299258912
B,No HPE,16,5,Symptomatic ulcer,0.0007268540159528468
B,No HPE,16,6,Unresolved ulcer,0.00010636031540013039
B,No HPE,16,7,Serious GI event,0.00027871381203207666
B,No HPE,16,8,Unresolved serious GI event,4.07841028645117e-05
B,No HPE,16,9,Post-event,0.5080844917367064
B,No HPE,16,10,Dead,0.019427954823153848
B,No HPE,17,1,Well no HPE,0.3951361430973817
B,No HPE,17,2,Well with HPE,0.0
B,No HPE,17,3,GI discomfort,0.047063417724584326
B,No HPE,17,4,Unresolved GI discomfort,0.0068867748449223795
B,No HPE,17,5,Symptomatic ulcer,0.0007259625871481464
B,No HPE,17,6,Unresolved ulcer,0.00010622987290859323
B,No HPE,17,7,Serious GI event,0.0002783719916460567
B,No HPE,17,8,Unresolved serious GI event,4.0734084396883606e-05
B,No HPE,17,9,Post-event,0.5291318171283669
B,No HPE,17,10,Dead,0.020630548668643587
B,No HPE,18,1,Well no HPE,0.37413296640855703
B,No HPE,18,2,Well with HPE,0.0
B,No HPE,18,3,GI discomfort,0.04700569817528481
B,No HPE,18,4,Unresolved GI discomfort,0.006878328761756421
B,No HPE,18,5,Symptomatic ulcer,0.0007250722516101771
B,No HPE,18,6,Unresolved ulcer,0.0001060995903944267
B,No HPE,18,7,Serious GI event,0.0002780305904756308
B,No HPE,18,8,Unresolved serious GI event,4.068412727293917e-05
B,No HPE,18,9,Post-event,0.549001452466489
B,No HPE,18,10,Dead,0.02183166762815802
B,No HPE,19,1,Well no HPE,0.35424619842778937
B,No HPE,19,2,Well with HPE,0.0
B,No HPE,19,3,GI discomfort,0.04694804941443487
B,No HPE,19,4,Unresolved GI discomfort,0.0068698930370416165
B,No HPE,19,5,Symptomatic ulcer,0.0007241830079981337
B,No HPE,19,6,Unresolved ulcer,0.00010596946766143127
B,No HPE,19,7,Serious GI event,0.00027768960800666435
B,No HPE,19,8,Unresolved serious GI event,4.0634231417445215e-05
B,No HPE,19,9,Post-event,0.567756069295121
B,No HPE,19,10,Dead,0.023031313510527823
B,No HPE,20,1,Well no HPE,0.3354164972554275
B,No HPE,20,2,Well with HPE,0.0
B,No HPE,20,3,GI discomfort,0.04689047135521804
B,No HPE,20,4,Unresolved GI discomfort,0.00686146765807415
B,No HPE,20,5,Symptomatic ulcer,0.0007232948549728557
B,No HPE,20,6,Unresolved ulcer,0.000105839504513648
B,No HPE,20,7,Serious GI event,0.0002773490437256532
B,No HPE,20,8,Unresolved serious GI event,4.0584396755260844e-05
B,No HPE,20,9,Post-event,0.5854550078089459
B,No HPE,20,10,Dead,0.024229488122365285
B,No HPE,21,1,Well no HPE,0.31736161978543637
B,No HPE,21,2,Well with HPE,0.0
B,No HPE,21,3,GI discomfort,0.04683296391092441
B,No HPE,21,4,Unresolved GI discomfort,0.006853052612165779
B,No HPE,21,5,Symptomatic ulcer,0.0007224077911968249
B,No HPE,21,6,Unresolved ulcer,0.00010570970075535827
B,No HPE,21,7,Serious GI event,0.00027700889711972294
B,No HPE,21,8,Unresolved serious GI event,4.053462321133731e-05
B,No HPE,21,9,Post-event,0.6017149426609621
B,No HPE,21,10,Dead,0.026091760018226245
B,No HPE,22,1,Well no HPE,0.3002786044722674
B,No HPE,22,2,Well with HPE,0.0
B,No HPE,22,3,GI discomfort,0.04674167812090105
B,No HPE,22,4,Unresolved GI discomfort,0.00684464788664383
B,No HPE,22,5,Symptomatic ulcer,0.0007209996897137785
B,No HPE,22,6,Unresolved ulcer,0.00010558005619108349
B,No HPE,22,7,Serious GI event,0.0002764689574296967
B,No HPE,22,8,Unresolved serious GI event,4.0484910710717926e-05
B,No HPE,22,9,Post-event,0.6170410429932329
B,No HPE,22,10,Dead,0.027950492912907608
B,No HPE,23,1,Well no HPE,0.28411513769299884
B,No HPE,23,2,Well with HPE,0.0
B,No HPE,23,3,GI discomfort,0.046652326310748976
B,No HPE,23,4,Unresolved GI discomfort,0.006831306448528736
B,No HPE,23,5,Symptomatic ulcer,0.0007196214202552371
B,No HPE,23,6,Unresolved ulcer,0.00010537426185232576
B,No HPE,23,7,Serious GI event,0.0002759404568967611
B,No HPE,23,8,Unresolved serious GI event,4.040599840729672e-05
B,No HPE,23,9,Post-event,0.6314542079032789
B,No HPE,23,10,Dead,0.029805679507030974
B,No HPE,24,1,Well no HPE,0.2688217217746089
B,No HPE,24,2,Well with HPE,0.0
B,No HPE,24,3,GI discomfort,0.04656331082506643
B,No HPE,24,4,Unresolved GI discomfort,0.0068182476619935
B,No HPE,24,5,Symptomatic ulcer,0.0007182483386685892
B,No HPE,24,6,Unresolved ulcer,0.00010517282747045376
B,No HPE,24,7,Serious GI event,0.0002754139456650057
B,No HPE,24,8,Unresolved serious GI event,4.032875793917841e-05
B,No HPE,24,9,Post-event,0.6450002306231676
B,No HPE,24,10,Dead,0.03165732524541834
B,No HPE,25,1,Well no HPE,0.25435152341636735
B,No HPE,25,2,Well with HPE,0.0
B,No HPE,25,3,GI discomfort,0.04647444326628809
B,No HPE,25,4,Unresolved GI discomfort,0.006805238029352814
B,No HPE,25,5,Symptomatic ulcer,0.0007168775388838859
B,No HPE,25,6,Unresolved ulcer,0.00010497215129719009
B,No HPE,25,7,Serious GI event,0.00027488830939535313
B,No HPE,25,8,Unresolved serious GI event,4.025180820786131e-05
B,No HPE,25,9,Post-event,0.6577263684189465
B,No HPE,25,10,Dead,0.033505437061258865
B,No HPE,26,1,Well no HPE,0.24066023027138242
B,No HPE,26,2,Well with HPE,0.0
B,No HPE,26,3,GI discomfort,0.04638574519611101
B,No HPE,26,4,Unresolved GI discomfort,0.006792250016261432
B,No HPE,26,5,Symptomatic ulcer,0.0007155093534945964
B,No HPE,26,6,Unresolved ulcer,0.00010477180860977815
B,No HPE,26,7,Serious GI event,0.0002743636756215195
B,No HPE,26,8,Unresolved serious GI event,4.017498635244632e-05
B,No HPE,26,9,Post-event,0.6696769329920739
B,No HPE,26,10,Dead,0.035350021700090724
B,No HPE,27,1,Well no HPE,0.2277059152481092
B,No HPE,27,2,Well with HPE,0.0
B,No HPE,27,3,GI discomfort,0.04629721658171022
B,No HPE,27,4,Unresolved GI discomfort,0.006779286773966076
B,No HPE,27,5,Symptomatic ulcer,0.0007141437819943891
B,No HPE,27,6,Unresolved ulcer,0.00010457184801682595
B,No HPE,27,7,Serious GI event,0.00027384004414935086
B,No HPE,27,8,Unresolved serious GI event,4.009831101201384e-05
B,No HPE,27,9,Post-event,0.6808938415187792
B,No HPE,27,10,Dead,0.03719108589226046
B,No HPE,28,1,Well no HPE,0.21544890811626852
